#    L    TT             EE             BB             TE             PP             TP             EP          
  2884   0.279843E+02   0.156308E+01   0.334089E-05  -0.158170E+01   0.119147E-08   0.124551E-06   0.100119E-07
  2885   0.279268E+02   0.156106E+01   0.329265E-05  -0.159947E+01   0.119080E-08   0.124353E-06   0.995280E-08
  2886   0.278707E+02   0.155893E+01   0.332535E-05  -0.161714E+01   0.119013E-08   0.123569E-06   0.994203E-08
  2887   0.278160E+02   0.155666E+01   0.330688E-05  -0.163469E+01   0.118946E-08   0.122449E-06   0.989067E-08
  2888   0.277628E+02   0.155428E+01   0.328107E-05  -0.165214E+01   0.118879E-08   0.123680E-06   0.983954E-08
  2889   0.277109E+02   0.155176E+01   0.332909E-05  -0.166945E+01   0.118812E-08   0.124587E-06   0.982084E-08
  2890   0.276604E+02   0.154913E+01   0.325490E-05  -0.168662E+01   0.118745E-08   0.124042E-06   0.976423E-08
  2891   0.276112E+02   0.154635E+01   0.331193E-05  -0.170366E+01   0.118679E-08   0.122418E-06   0.971806E-08
  2892   0.275635E+02   0.154348E+01   0.327611E-05  -0.172054E+01   0.118612E-08   0.120839E-06   0.969466E-08
  2893   0.275170E+02   0.154046E+01   0.325701E-05  -0.173727E+01   0.118545E-08   0.119862E-06   0.962940E-08
  2894   0.274718E+02   0.153734E+01   0.331043E-05  -0.175384E+01   0.118479E-08   0.119070E-06   0.959155E-08
  2895   0.274279E+02   0.153408E+01   0.322047E-05  -0.177023E+01   0.118413E-08   0.117649E-06   0.955987E-08
  2896   0.273853E+02   0.153072E+01   0.329984E-05  -0.178646E+01   0.118346E-08   0.115986E-06   0.948892E-08
  2897   0.273439E+02   0.152723E+01   0.324028E-05  -0.180248E+01   0.118280E-08   0.115917E-06   0.945644E-08
  2898   0.273037E+02   0.152363E+01   0.324170E-05  -0.181833E+01   0.118214E-08   0.118447E-06   0.941956E-08
  2899   0.272647E+02   0.151990E+01   0.328132E-05  -0.183397E+01   0.118147E-08   0.122219E-06   0.934065E-08
  2900   0.272270E+02   0.151607E+01   0.319707E-05  -0.184942E+01   0.118081E-08   0.124474E-06   0.931615E-08
  2901   0.271903E+02   0.151211E+01   0.327861E-05  -0.186465E+01   0.118015E-08   0.123579E-06   0.927122E-08
  2902   0.271548E+02   0.150804E+01   0.321105E-05  -0.187967E+01   0.117949E-08   0.120926E-06   0.918937E-08
  2903   0.271204E+02   0.150386E+01   0.322361E-05  -0.189446E+01   0.117883E-08   0.119301E-06   0.916741E-08
  2904   0.270871E+02   0.149957E+01   0.325251E-05  -0.190904E+01   0.117817E-08   0.119495E-06   0.911683E-08
  2905   0.270549E+02   0.149516E+01   0.317572E-05  -0.192336E+01   0.117751E-08   0.119915E-06   0.902965E-08
  2906   0.270237E+02   0.149065E+01   0.325544E-05  -0.193747E+01   0.117686E-08   0.119020E-06   0.901196E-08
  2907   0.269935E+02   0.148603E+01   0.318383E-05  -0.195131E+01   0.117620E-08   0.117388E-06   0.895253E-08
  2908   0.269644E+02   0.148131E+01   0.320519E-05  -0.196492E+01   0.117554E-08   0.117161E-06   0.887298E-08
  2909   0.269362E+02   0.147647E+01   0.322389E-05  -0.197825E+01   0.117488E-08   0.118948E-06   0.884724E-08
  2910   0.269091E+02   0.147153E+01   0.315488E-05  -0.199135E+01   0.117423E-08   0.120456E-06   0.878211E-08
  2911   0.268827E+02   0.146649E+01   0.323333E-05  -0.200416E+01   0.117357E-08   0.119116E-06   0.870828E-08
  2912   0.268574E+02   0.146135E+01   0.315426E-05  -0.201672E+01   0.117292E-08   0.115082E-06   0.867750E-08
  2913   0.268329E+02   0.145611E+01   0.319175E-05  -0.202899E+01   0.117226E-08   0.111204E-06   0.860450E-08
  2914   0.268092E+02   0.145077E+01   0.318909E-05  -0.204099E+01   0.117161E-08   0.110133E-06   0.853949E-08
  2915   0.267865E+02   0.144533E+01   0.314077E-05  -0.205270E+01   0.117096E-08   0.111674E-06   0.850106E-08
  2916   0.267645E+02   0.143980E+01   0.320641E-05  -0.206414E+01   0.117031E-08   0.113566E-06   0.842256E-08
  2917   0.267434E+02   0.143417E+01   0.312644E-05  -0.207527E+01   0.116965E-08   0.114415E-06   0.836375E-08
  2918   0.267229E+02   0.142846E+01   0.318093E-05  -0.208613E+01   0.116900E-08   0.114837E-06   0.832012E-08
  2919   0.267033E+02   0.142265E+01   0.314791E-05  -0.209667E+01   0.116835E-08   0.116059E-06   0.823352E-08
  2920   0.266843E+02   0.141676E+01   0.313613E-05  -0.210692E+01   0.116770E-08   0.117971E-06   0.818319E-08
  2921   0.266660E+02   0.141078E+01   0.316904E-05  -0.211686E+01   0.116705E-08   0.118929E-06   0.813185E-08
  2922   0.266485E+02   0.140472E+01   0.310888E-05  -0.212649E+01   0.116641E-08   0.117733E-06   0.803947E-08
  2923   0.266315E+02   0.139856E+01   0.316229E-05  -0.213581E+01   0.116576E-08   0.115144E-06   0.799539E-08
  2924   0.266153E+02   0.139234E+01   0.311175E-05  -0.214482E+01   0.116511E-08   0.113249E-06   0.793845E-08
  2925   0.265995E+02   0.138603E+01   0.313080E-05  -0.215351E+01   0.116446E-08   0.113569E-06   0.784071E-08
  2926   0.265844E+02   0.137965E+01   0.312884E-05  -0.216188E+01   0.116382E-08   0.115698E-06   0.780276E-08
  2927   0.265698E+02   0.137319E+01   0.309826E-05  -0.216992E+01   0.116317E-08   0.117643E-06   0.773849E-08
  2928   0.265557E+02   0.136666E+01   0.313401E-05  -0.217766E+01   0.116252E-08   0.117688E-06   0.763843E-08
  2929   0.265422E+02   0.136005E+01   0.308804E-05  -0.218505E+01   0.116188E-08   0.115802E-06   0.760435E-08
  2930   0.265291E+02   0.135338E+01   0.311159E-05  -0.219212E+01   0.116124E-08   0.113434E-06   0.753510E-08
  2931   0.265165E+02   0.134666E+01   0.310347E-05  -0.219887E+01   0.116059E-08   0.111929E-06   0.743970E-08
  2932   0.265043E+02   0.133984E+01   0.307377E-05  -0.220526E+01   0.115995E-08   0.111146E-06   0.740289E-08
  2933   0.264925E+02   0.133298E+01   0.311702E-05  -0.221135E+01   0.115931E-08   0.109934E-06   0.732852E-08
  2934   0.264811E+02   0.132604E+01   0.305801E-05  -0.221706E+01   0.115867E-08   0.108029E-06   0.723849E-08
  2935   0.264700E+02   0.131906E+01   0.309244E-05  -0.222248E+01   0.115803E-08   0.106954E-06   0.719839E-08
  2936   0.264593E+02   0.131200E+01   0.308542E-05  -0.222752E+01   0.115739E-08   0.108506E-06   0.711538E-08
  2937   0.264489E+02   0.130491E+01   0.303570E-05  -0.223225E+01   0.115675E-08   0.112290E-06   0.703582E-08
  2938   0.264387E+02   0.129775E+01   0.311916E-05  -0.223661E+01   0.115611E-08   0.115465E-06   0.698765E-08
  2939   0.264289E+02   0.129055E+01   0.300671E-05  -0.224067E+01   0.115547E-08   0.115563E-06   0.690144E-08
  2940   0.264192E+02   0.128329E+01   0.309516E-05  -0.224434E+01   0.115483E-08   0.113198E-06   0.682777E-08
  2941   0.264099E+02   0.127600E+01   0.304917E-05  -0.224771E+01   0.115419E-08   0.111365E-06   0.677648E-08
  2942   0.264006E+02   0.126864E+01   0.301114E-05  -0.225070E+01   0.115356E-08   0.111991E-06   0.668258E-08
  2943   0.263916E+02   0.126126E+01   0.311556E-05  -0.225338E+01   0.115292E-08   0.113830E-06   0.661950E-08
  2944   0.263826E+02   0.125382E+01   0.295417E-05  -0.225568E+01   0.115228E-08   0.114417E-06   0.656029E-08
  2945   0.263738E+02   0.124637E+01   0.310672E-05  -0.225768E+01   0.115165E-08   0.113385E-06   0.646274E-08
  2946   0.263651E+02   0.123885E+01   0.299897E-05  -0.225929E+01   0.115101E-08   0.112808E-06   0.640504E-08
  2947   0.263565E+02   0.123133E+01   0.300432E-05  -0.226060E+01   0.115038E-08   0.114227E-06   0.634222E-08
  2948   0.263479E+02   0.122375E+01   0.309349E-05  -0.226152E+01   0.114975E-08   0.116207E-06   0.623777E-08
  2949   0.263394E+02   0.121616E+01   0.291878E-05  -0.226214E+01   0.114911E-08   0.115775E-06   0.618852E-08
  2950   0.263308E+02   0.120852E+01   0.310526E-05  -0.226239E+01   0.114848E-08   0.112171E-06   0.611773E-08
  2951   0.263224E+02   0.120088E+01   0.295623E-05  -0.226232E+01   0.114785E-08   0.107890E-06   0.601292E-08
  2952   0.263137E+02   0.119319E+01   0.299695E-05  -0.226188E+01   0.114722E-08   0.105921E-06   0.596668E-08
  2953   0.263052E+02   0.118550E+01   0.306619E-05  -0.226114E+01   0.114659E-08   0.106761E-06   0.589249E-08
  2954   0.262964E+02   0.117778E+01   0.289327E-05  -0.226002E+01   0.114596E-08   0.108397E-06   0.578545E-08
  2955   0.262877E+02   0.117005E+01   0.309287E-05  -0.225861E+01   0.114533E-08   0.109040E-06   0.574438E-08
  2956   0.262787E+02   0.116229E+01   0.292353E-05  -0.225681E+01   0.114470E-08   0.109090E-06   0.566335E-08
  2957   0.262698E+02   0.115454E+01   0.298367E-05  -0.225473E+01   0.114407E-08   0.109812E-06   0.556656E-08
  2958   0.262605E+02   0.114675E+01   0.304062E-05  -0.225228E+01   0.114344E-08   0.111341E-06   0.551837E-08
  2959   0.262512E+02   0.113898E+01   0.287074E-05  -0.224953E+01   0.114282E-08   0.112574E-06   0.543430E-08
  2960   0.262416E+02   0.113118E+01   0.307528E-05  -0.224642E+01   0.114219E-08   0.112492E-06   0.534389E-08
  2961   0.262319E+02   0.112340E+01   0.289656E-05  -0.224303E+01   0.114156E-08   0.111384E-06   0.529235E-08
  2962   0.262218E+02   0.111559E+01   0.296696E-05  -0.223927E+01   0.114094E-08   0.110570E-06   0.520129E-08
  2963   0.262116E+02   0.110780E+01   0.301523E-05  -0.223523E+01   0.114031E-08   0.111012E-06   0.512041E-08
  2964   0.262010E+02   0.110000E+01   0.285145E-05  -0.223084E+01   0.113969E-08   0.112731E-06   0.506202E-08
  2965   0.261903E+02   0.109222E+01   0.305287E-05  -0.222617E+01   0.113906E-08   0.114900E-06   0.496759E-08
  2966   0.261791E+02   0.108442E+01   0.287384E-05  -0.222115E+01   0.113844E-08   0.116141E-06   0.489247E-08
  2967   0.261678E+02   0.107665E+01   0.294902E-05  -0.221586E+01   0.113782E-08   0.115526E-06   0.483039E-08
  2968   0.261559E+02   0.106888E+01   0.298748E-05  -0.221022E+01   0.113719E-08   0.113415E-06   0.472957E-08
  2969   0.261439E+02   0.106113E+01   0.283784E-05  -0.220432E+01   0.113657E-08   0.111180E-06   0.466370E-08
  2970   0.261314E+02   0.105338E+01   0.302440E-05  -0.219809E+01   0.113595E-08   0.110041E-06   0.459516E-08
  2971   0.261186E+02   0.104566E+01   0.285525E-05  -0.219159E+01   0.113533E-08   0.109663E-06   0.449149E-08
  2972   0.261053E+02   0.103795E+01   0.293248E-05  -0.218476E+01   0.113471E-08   0.108654E-06   0.443182E-08
  2973   0.260916E+02   0.103027E+01   0.295245E-05  -0.217769E+01   0.113409E-08   0.106923E-06   0.436035E-08
  2974   0.260775E+02   0.102260E+01   0.283782E-05  -0.217029E+01   0.113347E-08   0.106207E-06   0.425340E-08
  2975   0.260630E+02   0.101496E+01   0.297970E-05  -0.216264E+01   0.113285E-08   0.107904E-06   0.419998E-08
  2976   0.260479E+02   0.100734E+01   0.285276E-05  -0.215468E+01   0.113224E-08   0.111029E-06   0.412253E-08
  2977   0.260325E+02   0.999757E+00   0.290522E-05  -0.214648E+01   0.113162E-08   0.112640E-06   0.401570E-08
  2978   0.260164E+02   0.992192E+00   0.292047E-05  -0.213798E+01   0.113100E-08   0.111243E-06   0.396578E-08
  2979   0.260001E+02   0.984671E+00   0.284480E-05  -0.212924E+01   0.113039E-08   0.109032E-06   0.388557E-08
  2980   0.259830E+02   0.977171E+00   0.291951E-05  -0.212021E+01   0.112977E-08   0.109117E-06   0.378331E-08
  2981   0.259656E+02   0.969719E+00   0.287207E-05  -0.211096E+01   0.112916E-08   0.111707E-06   0.373317E-08
  2982   0.259474E+02   0.962291E+00   0.285436E-05  -0.210141E+01   0.112854E-08   0.114158E-06   0.364794E-08
  2983   0.259289E+02   0.954913E+00   0.291014E-05  -0.209166E+01   0.112793E-08   0.114258E-06   0.355526E-08
  2984   0.259097E+02   0.947564E+00   0.283591E-05  -0.208162E+01   0.112731E-08   0.113119E-06   0.349988E-08
  2985   0.258900E+02   0.940269E+00   0.286757E-05  -0.207138E+01   0.112670E-08   0.113580E-06   0.341242E-08
  2986   0.258696E+02   0.933006E+00   0.289210E-05  -0.206086E+01   0.112609E-08   0.115913E-06   0.332643E-08
  2987   0.258488E+02   0.925800E+00   0.279479E-05  -0.205015E+01   0.112548E-08   0.117285E-06   0.326801E-08
  2988   0.258272E+02   0.918629E+00   0.291553E-05  -0.203918E+01   0.112486E-08   0.115472E-06   0.317556E-08
  2989   0.258052E+02   0.911518E+00   0.280780E-05  -0.202802E+01   0.112425E-08   0.111607E-06   0.309825E-08
  2990   0.257823E+02   0.904447E+00   0.283585E-05  -0.201661E+01   0.112364E-08   0.109015E-06   0.303466E-08
  2991   0.257590E+02   0.897437E+00   0.289546E-05  -0.200502E+01   0.112303E-08   0.109243E-06   0.293974E-08
  2992   0.257349E+02   0.890471E+00   0.274643E-05  -0.199319E+01   0.112242E-08   0.110450E-06   0.286847E-08
  2993   0.257103E+02   0.883569E+00   0.291800E-05  -0.198119E+01   0.112182E-08   0.110420E-06   0.280222E-08
  2994   0.256849E+02   0.876715E+00   0.277513E-05  -0.196896E+01   0.112121E-08   0.109341E-06   0.270320E-08
  2995   0.256589E+02   0.869926E+00   0.281541E-05  -0.195657E+01   0.112060E-08   0.108947E-06   0.264010E-08
  2996   0.256322E+02   0.863188E+00   0.288467E-05  -0.194396E+01   0.111999E-08   0.113460E-06   0.256939E-08
  2997   0.256049E+02   0.856518E+00   0.271146E-05  -0.193120E+01   0.111939E-08   0.115884E-06   0.246991E-08
  2998   0.255768E+02   0.849902E+00   0.291224E-05  -0.191823E+01   0.111878E-08   0.116019E-06   0.241197E-08
  2999   0.255481E+02   0.843357E+00   0.274302E-05  -0.190512E+01   0.111818E-08   0.114015E-06   0.233903E-08
  3000   0.255186E+02   0.836869E+00   0.280261E-05  -0.189182E+01   0.111757E-08   0.111841E-06   0.223844E-08
  3001   0.254885E+02   0.830453E+00   0.286053E-05  -0.187838E+01   0.111697E-08   0.111057E-06   0.218607E-08
  3002   0.254576E+02   0.824097E+00   0.269148E-05  -0.186476E+01   0.111636E-08   0.112076E-06   0.210941E-08
  3003   0.254261E+02   0.817816E+00   0.289514E-05  -0.185102E+01   0.111576E-08   0.114069E-06   0.201170E-08
  3004   0.253938E+02   0.811597E+00   0.271538E-05  -0.183710E+01   0.111516E-08   0.115848E-06   0.196039E-08
  3005   0.253609E+02   0.805455E+00   0.279456E-05  -0.182308E+01   0.111455E-08   0.116849E-06   0.188129E-08
  3006   0.253271E+02   0.799378E+00   0.282445E-05  -0.180890E+01   0.111395E-08   0.116883E-06   0.178984E-08
  3007   0.252928E+02   0.793380E+00   0.268846E-05  -0.179461E+01   0.111335E-08   0.116388E-06   0.173544E-08
  3008   0.252575E+02   0.787448E+00   0.286161E-05  -0.178018E+01   0.111275E-08   0.116263E-06   0.165247E-08
  3009   0.252218E+02   0.781598E+00   0.270051E-05  -0.176566E+01   0.111215E-08   0.116333E-06   0.156863E-08
  3010   0.251851E+02   0.775817E+00   0.278130E-05  -0.175100E+01   0.111155E-08   0.115468E-06   0.151021E-08
  3011   0.251478E+02   0.770118E+00   0.278628E-05  -0.173626E+01   0.111095E-08   0.113257E-06   0.142533E-08
  3012   0.251097E+02   0.764491E+00   0.269398E-05  -0.172140E+01   0.111035E-08   0.110920E-06   0.134753E-08
  3013   0.250710E+02   0.758947E+00   0.281682E-05  -0.170647E+01   0.110976E-08   0.110651E-06   0.128673E-08
  3014   0.250314E+02   0.753478E+00   0.269657E-05  -0.169142E+01   0.110916E-08   0.113171E-06   0.119884E-08
  3015   0.249912E+02   0.748093E+00   0.276040E-05  -0.167632E+01   0.110856E-08   0.116319E-06   0.112806E-08
  3016   0.249502E+02   0.742783E+00   0.275154E-05  -0.166112E+01   0.110797E-08   0.117538E-06   0.106374E-08
  3017   0.249086E+02   0.737560E+00   0.270032E-05  -0.164587E+01   0.110737E-08   0.116624E-06   0.974291E-09
  3018   0.248661E+02   0.732415E+00   0.276837E-05  -0.163054E+01   0.110677E-08   0.115444E-06   0.909208E-09
  3019   0.248230E+02   0.727356E+00   0.269814E-05  -0.161516E+01   0.110618E-08   0.115688E-06   0.842859E-09
  3020   0.247791E+02   0.722377E+00   0.273394E-05  -0.159971E+01   0.110559E-08   0.116796E-06   0.751522E-09
  3021   0.247346E+02   0.717485E+00   0.272185E-05  -0.158424E+01   0.110499E-08   0.116937E-06   0.692998E-09
  3022   0.246892E+02   0.712674E+00   0.270378E-05  -0.156870E+01   0.110440E-08   0.115986E-06   0.624344E-09
  3023   0.246433E+02   0.707952E+00   0.272062E-05  -0.155315E+01   0.110381E-08   0.115444E-06   0.534205E-09
  3024   0.245965E+02   0.703313E+00   0.270251E-05  -0.153754E+01   0.110321E-08   0.116335E-06   0.479562E-09
  3025   0.245491E+02   0.698762E+00   0.270196E-05  -0.152193E+01   0.110262E-08   0.118336E-06   0.409749E-09
  3026   0.245009E+02   0.694295E+00   0.270080E-05  -0.150628E+01   0.110203E-08   0.120058E-06   0.320059E-09
  3027   0.244522E+02   0.689918E+00   0.269752E-05  -0.149063E+01   0.110144E-08   0.120477E-06   0.269840E-09
  3028   0.244025E+02   0.685625E+00   0.268255E-05  -0.147496E+01   0.110085E-08   0.119822E-06   0.198038E-09
  3029   0.243524E+02   0.681423E+00   0.270037E-05  -0.145930E+01   0.110026E-08   0.118234E-06   0.114480E-09
  3030   0.243014E+02   0.677306E+00   0.267172E-05  -0.144362E+01   0.109967E-08   0.115883E-06   0.625040E-10
  3031   0.242499E+02   0.673279E+00   0.268458E-05  -0.142797E+01   0.109908E-08   0.114033E-06  -0.105719E-10
  3032   0.241976E+02   0.669339E+00   0.268069E-05  -0.141231E+01   0.109849E-08   0.113953E-06  -0.882179E-10
  3033   0.241447E+02   0.665489E+00   0.265891E-05  -0.139669E+01   0.109790E-08   0.115506E-06  -0.142025E-09
  3034   0.240911E+02   0.661726E+00   0.268370E-05  -0.138108E+01   0.109732E-08   0.117129E-06  -0.216816E-09
  3035   0.240369E+02   0.658054E+00   0.265272E-05  -0.136551E+01   0.109673E-08   0.117334E-06  -0.288270E-09
  3036   0.239820E+02   0.654469E+00   0.266330E-05  -0.134996E+01   0.109614E-08   0.116986E-06  -0.344355E-09
  3037   0.239265E+02   0.650975E+00   0.266221E-05  -0.133446E+01   0.109556E-08   0.118298E-06  -0.419778E-09
  3038   0.238703E+02   0.647568E+00   0.264306E-05  -0.131899E+01   0.109497E-08   0.121142E-06  -0.485532E-09
  3039   0.238136E+02   0.644252E+00   0.265608E-05  -0.130359E+01   0.109439E-08   0.122667E-06  -0.542708E-09
  3040   0.237561E+02   0.641023E+00   0.264568E-05  -0.128822E+01   0.109381E-08   0.120763E-06  -0.618781E-09
  3041   0.236981E+02   0.637885E+00   0.263269E-05  -0.127293E+01   0.109322E-08   0.117085E-06  -0.678419E-09
  3042   0.236395E+02   0.634834E+00   0.264986E-05  -0.125769E+01   0.109264E-08   0.115999E-06  -0.736699E-09
  3043   0.235803E+02   0.631873E+00   0.262619E-05  -0.124253E+01   0.109206E-08   0.119235E-06  -0.812761E-09
  3044   0.235205E+02   0.628999E+00   0.262593E-05  -0.122743E+01   0.109148E-08   0.123389E-06  -0.867457E-09
  3045   0.234601E+02   0.626215E+00   0.264515E-05  -0.121242E+01   0.109090E-08   0.124349E-06  -0.926608E-09
  3046   0.233992E+02   0.623517E+00   0.259353E-05  -0.119748E+01   0.109031E-08   0.122089E-06  -0.100220E-08
  3047   0.233377E+02   0.620908E+00   0.264801E-05  -0.118264E+01   0.108973E-08   0.120196E-06  -0.105320E-08
  3048   0.232756E+02   0.618385E+00   0.259838E-05  -0.116789E+01   0.108915E-08   0.121224E-06  -0.111358E-08
  3049   0.232131E+02   0.615951E+00   0.260612E-05  -0.115324E+01   0.108857E-08   0.122985E-06  -0.118807E-08
  3050   0.231500E+02   0.613602E+00   0.263702E-05  -0.113868E+01   0.108799E-08   0.121581E-06  -0.123604E-08
  3051   0.230865E+02   0.611341E+00   0.255683E-05  -0.112423E+01   0.108742E-08   0.117310E-06  -0.129719E-08
  3052   0.230223E+02   0.609164E+00   0.265112E-05  -0.110989E+01   0.108684E-08   0.114355E-06  -0.136895E-08
  3053   0.229577E+02   0.607074E+00   0.255734E-05  -0.109567E+01   0.108626E-08   0.115710E-06  -0.141577E-08
  3054   0.228926E+02   0.605068E+00   0.260708E-05  -0.108157E+01   0.108568E-08   0.119962E-06  -0.147746E-08
  3055   0.228271E+02   0.603147E+00   0.260439E-05  -0.106759E+01   0.108511E-08   0.122848E-06  -0.154416E-08
  3056   0.227611E+02   0.601309E+00   0.254425E-05  -0.105373E+01   0.108453E-08   0.122545E-06  -0.159244E-08
  3057   0.226947E+02   0.599556E+00   0.263666E-05  -0.104001E+01   0.108395E-08   0.121464E-06  -0.165455E-08
  3058   0.226278E+02   0.597884E+00   0.252427E-05  -0.102641E+01   0.108338E-08   0.122069E-06  -0.171651E-08
  3059   0.225606E+02   0.596296E+00   0.261273E-05  -0.101297E+01   0.108280E-08   0.123763E-06  -0.176601E-08
  3060   0.224928E+02   0.594788E+00   0.255598E-05  -0.999654E+00   0.108223E-08   0.124305E-06  -0.182828E-08
  3061   0.224249E+02   0.593362E+00   0.255639E-05  -0.986492E+00   0.108166E-08   0.122895E-06  -0.188560E-08
  3062   0.223563E+02   0.592015E+00   0.259368E-05  -0.973476E+00   0.108108E-08   0.121566E-06  -0.193553E-08
  3063   0.222876E+02   0.590748E+00   0.251881E-05  -0.960616E+00   0.108051E-08   0.122564E-06  -0.199733E-08
  3064   0.222183E+02   0.589559E+00   0.259620E-05  -0.947910E+00   0.107994E-08   0.125309E-06  -0.205020E-08
  3065   0.221488E+02   0.588450E+00   0.252160E-05  -0.935366E+00   0.107937E-08   0.127486E-06  -0.210018E-08
  3066   0.220789E+02   0.587416E+00   0.256365E-05  -0.922982E+00   0.107880E-08   0.127642E-06  -0.216089E-08
  3067   0.220088E+02   0.586459E+00   0.254689E-05  -0.910768E+00   0.107823E-08   0.126080E-06  -0.220965E-08
  3068   0.219383E+02   0.585578E+00   0.252492E-05  -0.898719E+00   0.107766E-08   0.124278E-06  -0.225939E-08
  3069   0.218675E+02   0.584771E+00   0.256211E-05  -0.886847E+00   0.107709E-08   0.123061E-06  -0.231873E-08
  3070   0.217965E+02   0.584038E+00   0.250939E-05  -0.875146E+00   0.107652E-08   0.122133E-06  -0.236365E-08
  3071   0.217252E+02   0.583378E+00   0.254733E-05  -0.863625E+00   0.107595E-08   0.121345E-06  -0.241313E-08
  3072   0.216536E+02   0.582789E+00   0.252242E-05  -0.852285E+00   0.107538E-08   0.120737E-06  -0.247061E-08
  3073   0.215819E+02   0.582272E+00   0.251439E-05  -0.841128E+00   0.107481E-08   0.120453E-06  -0.251309E-08
  3074   0.215098E+02   0.581824E+00   0.253676E-05  -0.830159E+00   0.107425E-08   0.121273E-06  -0.256202E-08
  3075   0.214377E+02   0.581447E+00   0.249874E-05  -0.819378E+00   0.107368E-08   0.123496E-06  -0.261788E-08
  3076   0.213651E+02   0.581136E+00   0.252042E-05  -0.808788E+00   0.107311E-08   0.126053E-06  -0.265830E-08
  3077   0.212926E+02   0.580893E+00   0.251617E-05  -0.798393E+00   0.107255E-08   0.127288E-06  -0.270679E-08
  3078   0.212198E+02   0.580715E+00   0.248269E-05  -0.788191E+00   0.107198E-08   0.126098E-06  -0.275846E-08
  3079   0.211469E+02   0.580603E+00   0.253199E-05  -0.778192E+00   0.107142E-08   0.123829E-06  -0.279889E-08
  3080   0.210738E+02   0.580554E+00   0.247310E-05  -0.768387E+00   0.107085E-08   0.123703E-06  -0.284614E-08
  3081   0.210006E+02   0.580569E+00   0.250116E-05  -0.758788E+00   0.107029E-08   0.126677E-06  -0.289372E-08
  3082   0.209273E+02   0.580644E+00   0.251094E-05  -0.749391E+00   0.106973E-08   0.129992E-06  -0.293339E-08
  3083   0.208539E+02   0.580781E+00   0.244359E-05  -0.740199E+00   0.106916E-08   0.130406E-06  -0.297933E-08
  3084   0.207803E+02   0.580975E+00   0.253895E-05  -0.731216E+00   0.106860E-08   0.128066E-06  -0.302300E-08
  3085   0.207068E+02   0.581230E+00   0.243453E-05  -0.722438E+00   0.106804E-08   0.126803E-06  -0.306216E-08
  3086   0.206332E+02   0.581542E+00   0.249439E-05  -0.713875E+00   0.106748E-08   0.129195E-06  -0.310651E-08
  3087   0.205595E+02   0.581907E+00   0.249504E-05  -0.705519E+00   0.106692E-08   0.132322E-06  -0.314694E-08
  3088   0.204858E+02   0.582330E+00   0.241256E-05  -0.697377E+00   0.106636E-08   0.131253E-06  -0.318571E-08
  3089   0.204121E+02   0.582803E+00   0.254158E-05  -0.689450E+00   0.106580E-08   0.125566E-06  -0.322794E-08
  3090   0.203384E+02   0.583331E+00   0.239586E-05  -0.681736E+00   0.106524E-08   0.120558E-06  -0.326608E-08
  3091   0.202646E+02   0.583907E+00   0.249329E-05  -0.674240E+00   0.106468E-08   0.121469E-06  -0.330351E-08
  3092   0.201910E+02   0.584536E+00   0.246888E-05  -0.666960E+00   0.106412E-08   0.126863E-06  -0.334447E-08
  3093   0.201172E+02   0.585211E+00   0.239608E-05  -0.659897E+00   0.106356E-08   0.129964E-06  -0.337968E-08
  3094   0.200437E+02   0.585935E+00   0.252904E-05  -0.653055E+00   0.106301E-08   0.127319E-06  -0.341660E-08
  3095   0.199700E+02   0.586703E+00   0.237106E-05  -0.646429E+00   0.106245E-08   0.122777E-06  -0.345490E-08
  3096   0.198967E+02   0.587518E+00   0.248407E-05  -0.640025E+00   0.106189E-08   0.122461E-06  -0.348920E-08
  3097   0.198232E+02   0.588374E+00   0.244394E-05  -0.633840E+00   0.106134E-08   0.127403E-06  -0.352438E-08
  3098   0.197500E+02   0.589274E+00   0.238620E-05  -0.627875E+00   0.106078E-08   0.132091E-06  -0.356129E-08
  3099   0.196768E+02   0.590213E+00   0.250444E-05  -0.622133E+00   0.106023E-08   0.131420E-06  -0.359375E-08
  3100   0.196039E+02   0.591194E+00   0.236026E-05  -0.616607E+00   0.105967E-08   0.127382E-06  -0.362850E-08
  3101   0.195309E+02   0.592210E+00   0.246239E-05  -0.611308E+00   0.105912E-08   0.126047E-06  -0.366236E-08
  3102   0.194583E+02   0.593266E+00   0.242719E-05  -0.606224E+00   0.105856E-08   0.130059E-06  -0.369466E-08
  3103   0.193857E+02   0.594354E+00   0.237246E-05  -0.601366E+00   0.105801E-08   0.135826E-06  -0.372719E-08
  3104   0.193134E+02   0.595480E+00   0.248063E-05  -0.596725E+00   0.105746E-08   0.137532E-06  -0.375930E-08
  3105   0.192411E+02   0.596635E+00   0.234964E-05  -0.592306E+00   0.105690E-08   0.134679E-06  -0.378987E-08
  3106   0.191693E+02   0.597825E+00   0.244153E-05  -0.588106E+00   0.105635E-08   0.129797E-06  -0.382115E-08
  3107   0.190974E+02   0.599042E+00   0.240920E-05  -0.584126E+00   0.105580E-08   0.129193E-06  -0.385035E-08
  3108   0.190260E+02   0.600291E+00   0.235967E-05  -0.580364E+00   0.105525E-08   0.132252E-06  -0.388017E-08
  3109   0.189547E+02   0.601564E+00   0.245972E-05  -0.576824E+00   0.105470E-08   0.134819E-06  -0.390814E-08
  3110   0.188838E+02   0.602867E+00   0.233136E-05  -0.573496E+00   0.105415E-08   0.133683E-06  -0.393589E-08
