#    L    TT             EE             BB             TE             PP             TP             EP          
  3111   0.188130E+02   0.604191E+00   0.243428E-05  -0.570391E+00   0.105360E-08   0.129897E-06  -0.396325E-08
  3112   0.187426E+02   0.605542E+00   0.237465E-05  -0.567497E+00   0.105305E-08   0.127253E-06  -0.398928E-08
  3113   0.186724E+02   0.606911E+00   0.236313E-05  -0.564823E+00   0.105250E-08   0.127908E-06  -0.401462E-08
  3114   0.186026E+02   0.608304E+00   0.242782E-05  -0.562359E+00   0.105196E-08   0.130450E-06  -0.404099E-08
  3115   0.185331E+02   0.609713E+00   0.231579E-05  -0.560112E+00   0.105141E-08   0.131245E-06  -0.406368E-08
  3116   0.184639E+02   0.611144E+00   0.243416E-05  -0.558074E+00   0.105086E-08   0.128166E-06  -0.408881E-08
  3117   0.183950E+02   0.612588E+00   0.232498E-05  -0.556250E+00   0.105031E-08   0.123706E-06  -0.411268E-08
  3118   0.183266E+02   0.614051E+00   0.238655E-05  -0.554633E+00   0.104977E-08   0.122925E-06  -0.413356E-08
  3119   0.182583E+02   0.615523E+00   0.237607E-05  -0.553228E+00   0.104922E-08   0.128052E-06  -0.415710E-08
  3120   0.181906E+02   0.617013E+00   0.231683E-05  -0.552026E+00   0.104868E-08   0.135809E-06  -0.417961E-08
  3121   0.181232E+02   0.618509E+00   0.242328E-05  -0.551035E+00   0.104813E-08   0.139971E-06  -0.419688E-08
  3122   0.180562E+02   0.620020E+00   0.228057E-05  -0.550242E+00   0.104759E-08   0.137915E-06  -0.422023E-08
  3123   0.179895E+02   0.621535E+00   0.241017E-05  -0.549656E+00   0.104704E-08   0.133896E-06  -0.423930E-08
  3124   0.179234E+02   0.623063E+00   0.231968E-05  -0.549266E+00   0.104650E-08   0.133679E-06  -0.425428E-08
  3125   0.178576E+02   0.624591E+00   0.232762E-05  -0.549079E+00   0.104596E-08   0.137445E-06  -0.427595E-08
  3126   0.177923E+02   0.626129E+00   0.239789E-05  -0.549085E+00   0.104541E-08   0.139937E-06  -0.429328E-08
  3127   0.177273E+02   0.627666E+00   0.225531E-05  -0.549290E+00   0.104487E-08   0.137006E-06  -0.430587E-08
  3128   0.176629E+02   0.629210E+00   0.241314E-05  -0.549683E+00   0.104433E-08   0.131482E-06  -0.432650E-08
  3129   0.175988E+02   0.630751E+00   0.228241E-05  -0.550271E+00   0.104379E-08   0.130132E-06  -0.434033E-08
  3130   0.175353E+02   0.632296E+00   0.232625E-05  -0.551042E+00   0.104325E-08   0.134677E-06  -0.435287E-08
  3131   0.174721E+02   0.633834E+00   0.237532E-05  -0.552005E+00   0.104271E-08   0.139342E-06  -0.437053E-08
  3132   0.174096E+02   0.635375E+00   0.223892E-05  -0.553146E+00   0.104217E-08   0.138052E-06  -0.438236E-08
  3133   0.173474E+02   0.636907E+00   0.239843E-05  -0.554474E+00   0.104163E-08   0.131755E-06  -0.439334E-08
  3134   0.172858E+02   0.638439E+00   0.226740E-05  -0.555977E+00   0.104109E-08   0.127179E-06  -0.440974E-08
  3135   0.172247E+02   0.639960E+00   0.230510E-05  -0.557658E+00   0.104055E-08   0.128229E-06  -0.441774E-08
  3136   0.171641E+02   0.641478E+00   0.236428E-05  -0.559512E+00   0.104001E-08   0.131288E-06  -0.442939E-08
  3137   0.171039E+02   0.642982E+00   0.222157E-05  -0.561540E+00   0.103948E-08   0.131021E-06  -0.444281E-08
  3138   0.170444E+02   0.644482E+00   0.237565E-05  -0.563733E+00   0.103894E-08   0.128049E-06  -0.444877E-08
  3139   0.169853E+02   0.645966E+00   0.226354E-05  -0.566097E+00   0.103840E-08   0.127967E-06  -0.445973E-08
  3140   0.169268E+02   0.647442E+00   0.227582E-05  -0.568618E+00   0.103787E-08   0.133590E-06  -0.447184E-08
  3141   0.168688E+02   0.648900E+00   0.235387E-05  -0.571307E+00   0.103733E-08   0.140317E-06  -0.447401E-08
  3142   0.168114E+02   0.650350E+00   0.221202E-05  -0.574147E+00   0.103680E-08   0.141467E-06  -0.448656E-08
  3143   0.167545E+02   0.651778E+00   0.234055E-05  -0.577146E+00   0.103626E-08   0.136968E-06  -0.449538E-08
  3144   0.166982E+02   0.653196E+00   0.227213E-05  -0.580295E+00   0.103573E-08   0.133247E-06  -0.449611E-08
  3145   0.166424E+02   0.654590E+00   0.224065E-05  -0.583592E+00   0.103519E-08   0.134952E-06  -0.450826E-08
  3146   0.165873E+02   0.655972E+00   0.234092E-05  -0.587036E+00   0.103466E-08   0.139601E-06  -0.451551E-08
  3147   0.165326E+02   0.657328E+00   0.221432E-05  -0.590622E+00   0.103413E-08   0.141052E-06  -0.451258E-08
  3148   0.164786E+02   0.658669E+00   0.228893E-05  -0.594346E+00   0.103359E-08   0.137560E-06  -0.452602E-08
  3149   0.164251E+02   0.659982E+00   0.229713E-05  -0.598210E+00   0.103306E-08   0.133964E-06  -0.452952E-08
  3150   0.163723E+02   0.661279E+00   0.219412E-05  -0.602201E+00   0.103253E-08   0.134922E-06  -0.452622E-08
  3151   0.163200E+02   0.662546E+00   0.233242E-05  -0.606329E+00   0.103200E-08   0.138958E-06  -0.453726E-08
  3152   0.162683E+02   0.663795E+00   0.221752E-05  -0.610577E+00   0.103147E-08   0.140640E-06  -0.453832E-08
  3153   0.162172E+02   0.665012E+00   0.223415E-05  -0.614952E+00   0.103094E-08   0.136957E-06  -0.453427E-08
  3154   0.161667E+02   0.666208E+00   0.232449E-05  -0.619446E+00   0.103041E-08   0.130758E-06  -0.454356E-08
  3155   0.161168E+02   0.667371E+00   0.214696E-05  -0.624056E+00   0.102988E-08   0.127399E-06  -0.454052E-08
  3156   0.160675E+02   0.668511E+00   0.232475E-05  -0.628780E+00   0.102935E-08   0.128945E-06  -0.453802E-08
  3157   0.160188E+02   0.669616E+00   0.221753E-05  -0.633613E+00   0.102882E-08   0.132974E-06  -0.454403E-08
  3158   0.159708E+02   0.670697E+00   0.218781E-05  -0.638552E+00   0.102829E-08   0.135829E-06  -0.453862E-08
  3159   0.159233E+02   0.671740E+00   0.233919E-05  -0.643597E+00   0.102777E-08   0.135818E-06  -0.453628E-08
  3160   0.158765E+02   0.672758E+00   0.211463E-05  -0.648737E+00   0.102724E-08   0.134220E-06  -0.454069E-08
  3161   0.158302E+02   0.673736E+00   0.230559E-05  -0.653978E+00   0.102671E-08   0.133611E-06  -0.453106E-08
  3162   0.157846E+02   0.674688E+00   0.222193E-05  -0.659309E+00   0.102619E-08   0.135350E-06  -0.453045E-08
  3163   0.157396E+02   0.675599E+00   0.214668E-05  -0.664729E+00   0.102566E-08   0.138411E-06  -0.453090E-08
  3164   0.156952E+02   0.676481E+00   0.234162E-05  -0.670238E+00   0.102513E-08   0.140039E-06  -0.451852E-08
  3165   0.156515E+02   0.677321E+00   0.209712E-05  -0.675825E+00   0.102461E-08   0.138401E-06  -0.451826E-08
  3166   0.156083E+02   0.678131E+00   0.227592E-05  -0.681495E+00   0.102408E-08   0.135361E-06  -0.451638E-08
  3167   0.155658E+02   0.678898E+00   0.222918E-05  -0.687237E+00   0.102356E-08   0.135001E-06  -0.449984E-08
  3168   0.155238E+02   0.679634E+00   0.211159E-05  -0.693051E+00   0.102304E-08   0.138863E-06  -0.450157E-08
  3169   0.154825E+02   0.680324E+00   0.233398E-05  -0.698936E+00   0.102251E-08   0.143455E-06  -0.449559E-08
  3170   0.154419E+02   0.680983E+00   0.208829E-05  -0.704882E+00   0.102199E-08   0.143409E-06  -0.447710E-08
  3171   0.154017E+02   0.681595E+00   0.224556E-05  -0.710892E+00   0.102147E-08   0.137817E-06  -0.447874E-08
  3172   0.153623E+02   0.682173E+00   0.222708E-05  -0.716958E+00   0.102094E-08   0.132068E-06  -0.447047E-08
  3173   0.153234E+02   0.682705E+00   0.209387E-05  -0.723076E+00   0.102042E-08   0.131539E-06  -0.444890E-08
  3174   0.152853E+02   0.683201E+00   0.230716E-05  -0.729247E+00   0.101990E-08   0.135165E-06  -0.445177E-08
  3175   0.152476E+02   0.683650E+00   0.209256E-05  -0.735461E+00   0.101938E-08   0.137120E-06  -0.443939E-08
  3176   0.152106E+02   0.684063E+00   0.221337E-05  -0.741722E+00   0.101886E-08   0.134327E-06  -0.442004E-08
  3177   0.151741E+02   0.684427E+00   0.221431E-05  -0.748019E+00   0.101834E-08   0.130604E-06  -0.441928E-08
  3178   0.151384E+02   0.684754E+00   0.209558E-05  -0.754353E+00   0.101782E-08   0.131662E-06  -0.440446E-08
  3179   0.151031E+02   0.685031E+00   0.225898E-05  -0.760720E+00   0.101730E-08   0.137062E-06  -0.438607E-08
  3180   0.150685E+02   0.685272E+00   0.211458E-05  -0.767114E+00   0.101678E-08   0.140421E-06  -0.438340E-08
  3181   0.150345E+02   0.685461E+00   0.217164E-05  -0.773533E+00   0.101627E-08   0.137597E-06  -0.436439E-08
  3182   0.150010E+02   0.685612E+00   0.220400E-05  -0.779976E+00   0.101575E-08   0.132098E-06  -0.434900E-08
  3183   0.149682E+02   0.685712E+00   0.210034E-05  -0.786433E+00   0.101523E-08   0.130822E-06  -0.434294E-08
  3184   0.149359E+02   0.685773E+00   0.220701E-05  -0.792908E+00   0.101472E-08   0.135435E-06  -0.432169E-08
  3185   0.149042E+02   0.685783E+00   0.213928E-05  -0.799391E+00   0.101420E-08   0.140467E-06  -0.430791E-08
  3186   0.148731E+02   0.685753E+00   0.212869E-05  -0.805884E+00   0.101368E-08   0.140716E-06  -0.430012E-08
  3187   0.148425E+02   0.685670E+00   0.219609E-05  -0.812378E+00   0.101317E-08   0.137646E-06  -0.427492E-08
  3188   0.148126E+02   0.685548E+00   0.209759E-05  -0.818874E+00   0.101265E-08   0.136719E-06  -0.426473E-08
  3189   0.147831E+02   0.685373E+00   0.216908E-05  -0.825365E+00   0.101214E-08   0.139800E-06  -0.425330E-08
  3190   0.147542E+02   0.685158E+00   0.214449E-05  -0.831852E+00   0.101162E-08   0.142603E-06  -0.422549E-08
  3191   0.147259E+02   0.684889E+00   0.210527E-05  -0.838324E+00   0.101111E-08   0.140401E-06  -0.421688E-08
  3192   0.146981E+02   0.684580E+00   0.217479E-05  -0.844788E+00   0.101060E-08   0.134416E-06  -0.420284E-08
  3193   0.146709E+02   0.684217E+00   0.209792E-05  -0.851230E+00   0.101008E-08   0.130279E-06  -0.417171E-08
  3194   0.146442E+02   0.683814E+00   0.213975E-05  -0.857656E+00   0.100957E-08   0.131284E-06  -0.416529E-08
  3195   0.146180E+02   0.683357E+00   0.213361E-05  -0.864055E+00   0.100906E-08   0.135128E-06  -0.414706E-08
  3196   0.145924E+02   0.682859E+00   0.210120E-05  -0.870428E+00   0.100855E-08   0.137325E-06  -0.411420E-08
  3197   0.145672E+02   0.682307E+00   0.213756E-05  -0.876769E+00   0.100803E-08   0.136436E-06  -0.410874E-08
  3198   0.145426E+02   0.681713E+00   0.210873E-05  -0.883079E+00   0.100752E-08   0.134812E-06  -0.408817E-08
  3199   0.145184E+02   0.681066E+00   0.210668E-05  -0.889349E+00   0.100701E-08   0.134694E-06  -0.405566E-08
  3200   0.144948E+02   0.680377E+00   0.212334E-05  -0.895582E+00   0.100650E-08   0.135661E-06  -0.404953E-08
  3201   0.144716E+02   0.679635E+00   0.209657E-05  -0.901767E+00   0.100599E-08   0.135928E-06  -0.402496E-08
  3202   0.144490E+02   0.678851E+00   0.210421E-05  -0.907912E+00   0.100548E-08   0.134770E-06  -0.399575E-08
  3203   0.144268E+02   0.678013E+00   0.211306E-05  -0.914001E+00   0.100497E-08   0.133187E-06  -0.398599E-08
  3204   0.144051E+02   0.677134E+00   0.208005E-05  -0.920043E+00   0.100447E-08   0.132702E-06  -0.395881E-08
  3205   0.143838E+02   0.676202E+00   0.211166E-05  -0.926025E+00   0.100396E-08   0.134050E-06  -0.393162E-08
  3206   0.143630E+02   0.675229E+00   0.208572E-05  -0.931953E+00   0.100345E-08   0.136903E-06  -0.391943E-08
  3207   0.143427E+02   0.674202E+00   0.208521E-05  -0.937817E+00   0.100294E-08   0.139909E-06  -0.388808E-08
  3208   0.143228E+02   0.673134E+00   0.209864E-05  -0.943620E+00   0.100244E-08   0.141164E-06  -0.386451E-08
  3209   0.143033E+02   0.672014E+00   0.207200E-05  -0.949352E+00   0.100193E-08   0.139732E-06  -0.384850E-08
  3210   0.142843E+02   0.670853E+00   0.208620E-05  -0.955020E+00   0.100143E-08   0.136858E-06  -0.381428E-08
  3211   0.142656E+02   0.669641E+00   0.208172E-05  -0.960610E+00   0.100092E-08   0.134870E-06  -0.379298E-08
  3212   0.142474E+02   0.668388E+00   0.206579E-05  -0.966131E+00   0.100042E-08   0.134579E-06  -0.377449E-08
  3213   0.142295E+02   0.667083E+00   0.208035E-05  -0.971570E+00   0.999911E-09   0.134343E-06  -0.373611E-08
  3214   0.142121E+02   0.665739E+00   0.206935E-05  -0.976934E+00   0.999407E-09   0.134582E-06  -0.371848E-08
  3215   0.141951E+02   0.664344E+00   0.205523E-05  -0.982209E+00   0.998903E-09   0.133857E-06  -0.369617E-08
  3216   0.141784E+02   0.662910E+00   0.208390E-05  -0.987406E+00   0.998399E-09   0.135291E-06  -0.365580E-08
  3217   0.141621E+02   0.661426E+00   0.203831E-05  -0.992509E+00   0.997896E-09   0.138515E-06  -0.363984E-08
  3218   0.141461E+02   0.659903E+00   0.207424E-05  -0.997529E+00   0.997393E-09   0.139986E-06  -0.361485E-08
  3219   0.141305E+02   0.658331E+00   0.205155E-05  -0.100245E+01   0.996891E-09   0.137209E-06  -0.357181E-08
  3220   0.141153E+02   0.656721E+00   0.204085E-05  -0.100728E+01   0.996390E-09   0.132701E-06  -0.355846E-08
  3221   0.141003E+02   0.655063E+00   0.207325E-05  -0.101201E+01   0.995889E-09   0.131566E-06  -0.352954E-08
  3222   0.140858E+02   0.653368E+00   0.201645E-05  -0.101665E+01   0.995388E-09   0.134915E-06  -0.348641E-08
  3223   0.140714E+02   0.651626E+00   0.207247E-05  -0.102118E+01   0.994887E-09   0.137890E-06  -0.347349E-08
  3224   0.140575E+02   0.649847E+00   0.202032E-05  -0.102562E+01   0.994387E-09   0.135818E-06  -0.344212E-08
  3225   0.140438E+02   0.648022E+00   0.204528E-05  -0.102994E+01   0.993887E-09   0.130875E-06  -0.340187E-08
  3226   0.140304E+02   0.646161E+00   0.204300E-05  -0.103416E+01   0.993387E-09   0.130024E-06  -0.338699E-08
  3227   0.140173E+02   0.644256E+00   0.201023E-05  -0.103827E+01   0.992887E-09   0.135903E-06  -0.335248E-08
  3228   0.140044E+02   0.642316E+00   0.206106E-05  -0.104227E+01   0.992389E-09   0.142456E-06  -0.331662E-08
  3229   0.139919E+02   0.640332E+00   0.199270E-05  -0.104615E+01   0.991890E-09   0.141715E-06  -0.329859E-08
  3230   0.139795E+02   0.638314E+00   0.205084E-05  -0.104993E+01   0.991392E-09   0.133727E-06  -0.326189E-08
  3231   0.139674E+02   0.636254E+00   0.200914E-05  -0.105358E+01   0.990895E-09   0.126882E-06  -0.322918E-08
  3232   0.139555E+02   0.634161E+00   0.201038E-05  -0.105712E+01   0.990397E-09   0.127847E-06  -0.320881E-08
  3233   0.139438E+02   0.632027E+00   0.204165E-05  -0.106054E+01   0.989901E-09   0.133710E-06  -0.316839E-08
  3234   0.139325E+02   0.629860E+00   0.197635E-05  -0.106384E+01   0.989405E-09   0.136276E-06  -0.313981E-08
  3235   0.139211E+02   0.627654E+00   0.204431E-05  -0.106701E+01   0.988909E-09   0.132670E-06  -0.311585E-08
  3236   0.139101E+02   0.625417E+00   0.198730E-05  -0.107007E+01   0.988414E-09   0.128641E-06  -0.307262E-08
  3237   0.138992E+02   0.623142E+00   0.200282E-05  -0.107299E+01   0.987920E-09   0.130649E-06  -0.304724E-08
  3238   0.138885E+02   0.620837E+00   0.202371E-05  -0.107579E+01   0.987425E-09   0.137288E-06  -0.302086E-08
  3239   0.138780E+02   0.618494E+00   0.196626E-05  -0.107846E+01   0.986932E-09   0.141055E-06  -0.297437E-08
  3240   0.138676E+02   0.616123E+00   0.202523E-05  -0.108101E+01   0.986438E-09   0.137727E-06  -0.295275E-08
  3241   0.138574E+02   0.613717E+00   0.198050E-05  -0.108341E+01   0.985946E-09   0.131113E-06  -0.292307E-08
  3242   0.138472E+02   0.611283E+00   0.198235E-05  -0.108570E+01   0.985453E-09   0.127920E-06  -0.287548E-08
  3243   0.138373E+02   0.608814E+00   0.201228E-05  -0.108784E+01   0.984961E-09   0.129924E-06  -0.285578E-08
  3244   0.138274E+02   0.606319E+00   0.195751E-05  -0.108985E+01   0.984469E-09   0.133100E-06  -0.282359E-08
  3245   0.138177E+02   0.603800E+00   0.199875E-05  -0.109174E+01   0.983977E-09   0.133679E-06  -0.277483E-08
  3246   0.138080E+02   0.601239E+00   0.198374E-05  -0.109347E+01   0.983486E-09   0.132478E-06  -0.275722E-08
  3247   0.137984E+02   0.598663E+00   0.195327E-05  -0.109509E+01   0.982996E-09   0.132623E-06  -0.272244E-08
  3248   0.137889E+02   0.596048E+00   0.200695E-05  -0.109655E+01   0.982505E-09   0.134889E-06  -0.267534E-08
  3249   0.137794E+02   0.593418E+00   0.194511E-05  -0.109789E+01   0.982015E-09   0.136925E-06  -0.265708E-08
  3250   0.137700E+02   0.590751E+00   0.197554E-05  -0.109907E+01   0.981525E-09   0.136240E-06  -0.261832E-08
  3251   0.137607E+02   0.588071E+00   0.198377E-05  -0.110013E+01   0.981035E-09   0.132885E-06  -0.257602E-08
  3252   0.137514E+02   0.585354E+00   0.192658E-05  -0.110103E+01   0.980546E-09   0.128640E-06  -0.255401E-08
  3253   0.137422E+02   0.582626E+00   0.200278E-05  -0.110182E+01   0.980057E-09   0.125279E-06  -0.251346E-08
  3254   0.137329E+02   0.579864E+00   0.192585E-05  -0.110244E+01   0.979569E-09   0.124055E-06  -0.247386E-08
  3255   0.137237E+02   0.577092E+00   0.196602E-05  -0.110295E+01   0.979081E-09   0.125661E-06  -0.245010E-08
  3256   0.137144E+02   0.574287E+00   0.196573E-05  -0.110329E+01   0.978593E-09   0.129262E-06  -0.240580E-08
  3257   0.137053E+02   0.571473E+00   0.191824E-05  -0.110351E+01   0.978106E-09   0.132478E-06  -0.237107E-08
  3258   0.136959E+02   0.568628E+00   0.198698E-05  -0.110357E+01   0.977619E-09   0.133184E-06  -0.234349E-08
  3259   0.136867E+02   0.565776E+00   0.190699E-05  -0.110351E+01   0.977132E-09   0.131971E-06  -0.229732E-08
  3260   0.136774E+02   0.562895E+00   0.196973E-05  -0.110329E+01   0.976647E-09   0.131355E-06  -0.226534E-08
  3261   0.136681E+02   0.560007E+00   0.192471E-05  -0.110295E+01   0.976161E-09   0.132152E-06  -0.223577E-08
  3262   0.136587E+02   0.557093E+00   0.193564E-05  -0.110245E+01   0.975677E-09   0.131960E-06  -0.218577E-08
  3263   0.136492E+02   0.554174E+00   0.195084E-05  -0.110183E+01   0.975193E-09   0.128734E-06  -0.215836E-08
  3264   0.136397E+02   0.551230E+00   0.189741E-05  -0.110104E+01   0.974709E-09   0.124489E-06  -0.212505E-08
  3265   0.136302E+02   0.548282E+00   0.197567E-05  -0.110014E+01   0.974226E-09   0.123969E-06  -0.207443E-08
  3266   0.136205E+02   0.545311E+00   0.187290E-05  -0.109907E+01   0.973743E-09   0.128712E-06  -0.204907E-08
  3267   0.136108E+02   0.542338E+00   0.196712E-05  -0.109790E+01   0.973260E-09   0.134403E-06  -0.201433E-08
  3268   0.136009E+02   0.539344E+00   0.190167E-05  -0.109655E+01   0.972777E-09   0.135778E-06  -0.196187E-08
  3269   0.135910E+02   0.536349E+00   0.189850E-05  -0.109510E+01   0.972295E-09   0.133018E-06  -0.194020E-08
  3270   0.135808E+02   0.533334E+00   0.197375E-05  -0.109348E+01   0.971812E-09   0.130696E-06  -0.190242E-08
  3271   0.135708E+02   0.530320E+00   0.182886E-05  -0.109174E+01   0.971331E-09   0.131167E-06  -0.185191E-08
  3272   0.135603E+02   0.527289E+00   0.199188E-05  -0.108985E+01   0.970850E-09   0.131049E-06  -0.183029E-08
  3273   0.135500E+02   0.524260E+00   0.185816E-05  -0.108785E+01   0.970368E-09   0.126281E-06  -0.179097E-08
  3274   0.135393E+02   0.521215E+00   0.189980E-05  -0.108568E+01   0.969888E-09   0.119143E-06  -0.174367E-08
  3275   0.135286E+02   0.518173E+00   0.196346E-05  -0.108341E+01   0.969407E-09   0.116813E-06  -0.172036E-08
  3276   0.135177E+02   0.515119E+00   0.180278E-05  -0.108098E+01   0.968927E-09   0.122276E-06  -0.167798E-08
  3277   0.135066E+02   0.512067E+00   0.199292E-05  -0.107844E+01   0.968448E-09   0.129914E-06  -0.163549E-08
  3278   0.134954E+02   0.509006E+00   0.183670E-05  -0.107574E+01   0.967969E-09   0.131696E-06  -0.160886E-08
  3279   0.134840E+02   0.505949E+00   0.188840E-05  -0.107294E+01   0.967490E-09   0.126880E-06  -0.156481E-08
  3280   0.134723E+02   0.502884E+00   0.195100E-05  -0.106998E+01   0.967012E-09   0.122701E-06  -0.152563E-08
  3281   0.134606E+02   0.499825E+00   0.179259E-05  -0.106692E+01   0.966534E-09   0.124781E-06  -0.149750E-08
  3282   0.134485E+02   0.496759E+00   0.197047E-05  -0.106371E+01   0.966056E-09   0.129747E-06  -0.145045E-08
  3283   0.134363E+02   0.493700E+00   0.183701E-05  -0.106039E+01   0.965579E-09   0.129897E-06  -0.141581E-08
  3284   0.134238E+02   0.490637E+00   0.186524E-05  -0.105693E+01   0.965103E-09   0.123396E-06  -0.138470E-08
  3285   0.134112E+02   0.487582E+00   0.193778E-05  -0.105336E+01   0.964628E-09   0.117269E-06  -0.133623E-08
